dataset,algorithm,size,avg_time_us,avg_char_comparisons,avg_char_inspections,avg_radix_calls,avg_quick_switches
nearly_sorted,lcp_mergesort,100,40.867,1069.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,200,110.267,2631.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,300,170.567,4343.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,400,244.067,6206.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,500,331.933,8403.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,600,397.200,10051.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,700,512.500,12186.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,800,568.900,14201.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,900,644.267,16351.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1000,760.933,18990.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1100,820.800,20886.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1200,920.500,22895.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1300,1037.467,25284.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1400,1095.200,27558.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1500,1191.667,29846.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1600,1280.033,31650.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1700,1414.900,34159.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1800,1503.500,36218.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,1900,1615.833,38777.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2000,1705.067,42000.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2100,1781.800,44199.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2200,1908.933,46078.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2300,1958.033,48523.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2400,2048.667,50109.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2500,2254.133,52244.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2600,2321.433,54242.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2700,2417.367,55973.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2800,2572.500,59409.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,2900,2581.900,60288.000,0.000,0.000,0.000
nearly_sorted,lcp_mergesort,3000,2678.900,63372.000,0.000,0.000,0.000
nearly_sorted,msd_radix_sort,100,60.433,0.000,490.000,26.000,0.000
nearly_sorted,msd_radix_sort,200,101.433,0.000,926.000,42.000,0.000
nearly_sorted,msd_radix_sort,300,159.400,0.000,1408.000,65.000,0.000
nearly_sorted,msd_radix_sort,400,227.100,0.000,1892.000,89.000,0.000
nearly_sorted,msd_radix_sort,500,291.767,0.000,2402.000,117.000,0.000
nearly_sorted,msd_radix_sort,600,335.733,0.000,2864.000,133.000,0.000
nearly_sorted,msd_radix_sort,700,394.867,0.000,3356.000,157.000,0.000
nearly_sorted,msd_radix_sort,800,464.033,0.000,3842.000,182.000,0.000
nearly_sorted,msd_radix_sort,900,520.967,0.000,4308.000,202.000,0.000
nearly_sorted,msd_radix_sort,1000,593.667,0.000,4810.000,228.000,0.000
nearly_sorted,msd_radix_sort,1100,635.333,0.000,5264.000,243.000,0.000
nearly_sorted,msd_radix_sort,1200,696.000,0.000,5746.000,266.000,0.000
nearly_sorted,msd_radix_sort,1300,771.667,0.000,6220.000,286.000,0.000
nearly_sorted,msd_radix_sort,1400,802.067,0.000,6706.000,308.000,0.000
nearly_sorted,msd_radix_sort,1500,858.967,0.000,7192.000,330.000,0.000
nearly_sorted,msd_radix_sort,1600,915.533,0.000,7672.000,350.000,0.000
nearly_sorted,msd_radix_sort,1700,972.633,0.000,8166.000,373.000,0.000
nearly_sorted,msd_radix_sort,1800,1022.033,0.000,8666.000,395.000,0.000
nearly_sorted,msd_radix_sort,1900,1098.833,0.000,9166.000,421.000,0.000
nearly_sorted,msd_radix_sort,2000,1163.400,0.000,9674.000,444.000,0.000
nearly_sorted,msd_radix_sort,2100,1225.400,0.000,10166.000,466.000,0.000
nearly_sorted,msd_radix_sort,2200,1272.433,0.000,10642.000,484.000,0.000
nearly_sorted,msd_radix_sort,2300,1329.567,0.000,11140.000,507.000,0.000
nearly_sorted,msd_radix_sort,2400,1395.667,0.000,11648.000,532.000,0.000
nearly_sorted,msd_radix_sort,2500,1481.367,0.000,12144.000,556.000,0.000
nearly_sorted,msd_radix_sort,2600,1526.567,0.000,12636.000,578.000,0.000
nearly_sorted,msd_radix_sort,2700,1620.200,0.000,13118.000,598.000,0.000
nearly_sorted,msd_radix_sort,2800,1654.967,0.000,13610.000,622.000,0.000
nearly_sorted,msd_radix_sort,2900,1702.967,0.000,14088.000,639.000,0.000
nearly_sorted,msd_radix_sort,3000,1738.767,0.000,14576.000,658.000,0.000
nearly_sorted,quick_msd_radix_sort,100,21.333,490.000,616.000,1.000,4.000
nearly_sorted,quick_msd_radix_sort,200,43.767,966.000,1214.000,1.000,7.000
nearly_sorted,quick_msd_radix_sort,300,62.900,1489.000,1843.000,1.000,12.000
nearly_sorted,quick_msd_radix_sort,400,82.833,2013.000,2484.000,1.000,14.000
nearly_sorted,quick_msd_radix_sort,500,107.433,2572.000,3145.000,1.000,16.000
nearly_sorted,quick_msd_radix_sort,600,127.700,3114.000,3790.000,1.000,18.000
nearly_sorted,quick_msd_radix_sort,700,150.867,3676.000,4451.000,1.000,21.000
nearly_sorted,quick_msd_radix_sort,800,172.500,4190.000,5085.000,1.000,25.000
nearly_sorted,quick_msd_radix_sort,900,198.267,4721.000,5724.000,1.000,30.000
nearly_sorted,quick_msd_radix_sort,1000,216.067,5251.000,6364.000,1.000,35.000
nearly_sorted,quick_msd_radix_sort,1100,243.133,5801.000,6989.000,1.000,36.000
nearly_sorted,quick_msd_radix_sort,1200,258.967,6346.000,7663.000,1.000,42.000
nearly_sorted,quick_msd_radix_sort,1300,293.467,6854.000,8284.000,1.000,46.000
nearly_sorted,quick_msd_radix_sort,1400,309.067,7392.000,8919.000,1.000,49.000
nearly_sorted,quick_msd_radix_sort,1500,324.133,7978.000,9585.000,1.000,50.000
nearly_sorted,quick_msd_radix_sort,1600,353.300,8566.000,10270.000,1.000,54.000
nearly_sorted,quick_msd_radix_sort,1700,377.800,9150.000,10953.000,1.000,56.000
nearly_sorted,quick_msd_radix_sort,1800,394.700,9751.000,11650.000,1.000,57.000
nearly_sorted,quick_msd_radix_sort,1900,419.267,10326.000,12326.000,1.000,61.000
nearly_sorted,quick_msd_radix_sort,2000,441.133,10916.000,13000.000,1.000,63.000
nearly_sorted,quick_msd_radix_sort,2100,460.200,11459.000,13635.000,1.000,64.000
nearly_sorted,quick_msd_radix_sort,2200,494.300,12026.000,14287.000,1.000,65.000
nearly_sorted,quick_msd_radix_sort,2300,504.133,12655.000,15016.000,1.000,66.000
nearly_sorted,quick_msd_radix_sort,2400,549.533,13240.000,15692.000,1.000,67.000
nearly_sorted,quick_msd_radix_sort,2500,561.667,13965.000,16450.000,1.000,68.000
nearly_sorted,quick_msd_radix_sort,2600,587.767,14535.000,17115.000,1.000,69.000
nearly_sorted,quick_msd_radix_sort,2700,620.700,15154.000,17803.000,1.000,70.000
nearly_sorted,quick_msd_radix_sort,2800,633.900,15749.000,18496.000,1.000,73.000
nearly_sorted,quick_msd_radix_sort,2900,654.833,16275.000,19114.000,1.000,74.000
nearly_sorted,quick_msd_radix_sort,3000,690.767,16886.000,19829.000,1.000,74.000
nearly_sorted,standard_mergesort,100,37.233,671.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,200,92.600,1575.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,300,153.033,2588.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,400,223.667,3658.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,500,300.000,4996.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,600,355.933,5974.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,700,441.633,7185.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,800,516.367,8368.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,900,586.233,9614.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1000,696.000,11129.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1100,746.433,12250.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1200,850.667,13470.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1300,918.300,14826.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1400,1001.667,16136.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1500,1098.633,17490.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1600,1224.067,18551.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1700,1309.733,19985.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1800,1370.067,21234.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,1900,1417.500,22725.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2000,1537.267,24629.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2100,1645.867,25913.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2200,1746.733,26991.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2300,1844.733,28439.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2400,1899.733,29456.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2500,2003.633,30688.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2600,2082.467,31952.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2700,2214.033,32942.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2800,2289.000,34957.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,2900,2375.833,35470.000,0.000,0.000,0.000
nearly_sorted,standard_mergesort,3000,2444.833,37381.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,100,38.400,942.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,200,86.467,2201.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,300,156.533,3774.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,400,212.633,5314.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,500,304.733,7414.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,600,345.800,8497.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,700,397.833,9871.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,800,506.200,11995.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,900,564.767,13480.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1000,629.500,14717.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1100,725.133,17307.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1200,824.267,19311.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1300,877.633,21359.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1400,876.533,21385.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1500,1036.700,24294.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1600,1125.933,26856.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1700,1177.067,27437.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1800,1251.433,29300.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,1900,1286.800,31559.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2000,1378.633,32623.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2100,1427.633,34056.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2200,1511.567,36023.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2300,1532.767,36438.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2400,1599.100,38522.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2500,1649.800,38977.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2600,1652.167,39238.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2700,1687.933,40719.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2800,1712.500,40982.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,2900,1799.267,43372.000,0.000,0.000,0.000
nearly_sorted,standard_quicksort,3000,2029.700,46786.000,0.000,0.000,0.000
nearly_sorted,string_quicksort,100,16.167,886.000,641.000,0.000,0.000
nearly_sorted,string_quicksort,200,37.833,2121.000,1468.000,0.000,0.000
nearly_sorted,string_quicksort,300,68.767,3573.000,2378.000,0.000,0.000
nearly_sorted,string_quicksort,400,104.867,5543.000,3608.000,0.000,0.000
nearly_sorted,string_quicksort,500,123.600,6234.000,4230.000,0.000,0.000
nearly_sorted,string_quicksort,600,139.767,7086.000,5016.000,0.000,0.000
nearly_sorted,string_quicksort,700,179.433,9722.000,6490.000,0.000,0.000
nearly_sorted,string_quicksort,800,194.367,10547.000,7242.000,0.000,0.000
nearly_sorted,string_quicksort,900,230.467,12250.000,8350.000,0.000,0.000
nearly_sorted,string_quicksort,1000,250.700,13053.000,9102.000,0.000,0.000
nearly_sorted,string_quicksort,1100,278.133,14365.000,9999.000,0.000,0.000
nearly_sorted,string_quicksort,1200,315.767,15952.000,11197.000,0.000,0.000
nearly_sorted,string_quicksort,1300,350.333,17751.000,12210.000,0.000,0.000
nearly_sorted,string_quicksort,1400,362.133,18932.000,13096.000,0.000,0.000
nearly_sorted,string_quicksort,1500,388.300,20670.000,14231.000,0.000,0.000
nearly_sorted,string_quicksort,1600,420.800,22273.000,15383.000,0.000,0.000
nearly_sorted,string_quicksort,1700,471.100,23457.000,16308.000,0.000,0.000
nearly_sorted,string_quicksort,1800,495.867,24964.000,17392.000,0.000,0.000
nearly_sorted,string_quicksort,1900,513.400,26677.000,18537.000,0.000,0.000
nearly_sorted,string_quicksort,2000,552.300,28177.000,19697.000,0.000,0.000
nearly_sorted,string_quicksort,2100,571.200,29950.000,20757.000,0.000,0.000
nearly_sorted,string_quicksort,2200,610.667,31121.000,21722.000,0.000,0.000
nearly_sorted,string_quicksort,2300,636.433,33761.000,23206.000,0.000,0.000
nearly_sorted,string_quicksort,2400,663.733,36222.000,24623.000,0.000,0.000
nearly_sorted,string_quicksort,2500,733.200,37038.000,25963.000,0.000,0.000
nearly_sorted,string_quicksort,2600,746.700,39151.000,26847.000,0.000,0.000
nearly_sorted,string_quicksort,2700,777.800,39816.000,28110.000,0.000,0.000
nearly_sorted,string_quicksort,2800,788.933,41344.000,29009.000,0.000,0.000
nearly_sorted,string_quicksort,2900,867.500,42574.000,29969.000,0.000,0.000
nearly_sorted,string_quicksort,3000,909.767,44384.000,31769.000,0.000,0.000
prefix_150,lcp_mergesort,100,819.233,82672.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,200,1931.667,195891.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,300,3134.033,321026.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,400,4439.467,454556.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,500,5728.433,584739.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,600,7170.900,732581.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,700,8558.233,874863.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,800,10279.733,1027913.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,900,11622.833,1174314.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1000,12942.800,1325179.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1100,14550.300,1485430.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1200,16239.300,1646899.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1300,17806.100,1807040.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1400,19231.367,1963909.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1500,21208.967,2127293.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1600,22448.967,2297208.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1700,23998.000,2459021.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1800,26129.267,2625572.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,1900,27138.400,2792878.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2000,29394.233,2959293.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2100,31210.667,3130352.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2200,32239.967,3304068.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2300,33953.433,3480083.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2400,36413.700,3656145.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2500,37402.033,3829664.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2600,38830.267,4007213.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2700,40706.833,4187381.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2800,42427.400,4359392.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,2900,44392.667,4541699.000,0.000,0.000,0.000
prefix_150,lcp_mergesort,3000,46040.233,4715015.000,0.000,0.000,0.000
prefix_150,msd_radix_sort,100,933.100,0.000,30344.000,179.000,0.000
prefix_150,msd_radix_sort,200,1602.633,0.000,60776.000,208.000,0.000
prefix_150,msd_radix_sort,300,2201.767,0.000,91200.000,224.000,0.000
prefix_150,msd_radix_sort,400,2909.567,0.000,121636.000,236.000,0.000
prefix_150,msd_radix_sort,500,3527.767,0.000,152044.000,239.000,0.000
prefix_150,msd_radix_sort,600,4144.767,0.000,182460.000,245.000,0.000
prefix_150,msd_radix_sort,700,4768.900,0.000,212894.000,253.000,0.000
prefix_150,msd_radix_sort,800,5501.667,0.000,243352.000,268.000,0.000
prefix_150,msd_radix_sort,900,6069.200,0.000,273812.000,284.000,0.000
prefix_150,msd_radix_sort,1000,6743.300,0.000,304268.000,298.000,0.000
prefix_150,msd_radix_sort,1100,7396.300,0.000,334724.000,312.000,0.000
prefix_150,msd_radix_sort,1200,8069.933,0.000,365186.000,327.000,0.000
prefix_150,msd_radix_sort,1300,8718.967,0.000,395646.000,340.000,0.000
prefix_150,msd_radix_sort,1400,9440.400,0.000,426140.000,362.000,0.000
prefix_150,msd_radix_sort,1500,10076.000,0.000,456630.000,383.000,0.000
prefix_150,msd_radix_sort,1600,10801.800,0.000,487104.000,400.000,0.000
prefix_150,msd_radix_sort,1700,11345.133,0.000,517570.000,416.000,0.000
prefix_150,msd_radix_sort,1800,12062.933,0.000,548116.000,453.000,0.000
prefix_150,msd_radix_sort,1900,12785.067,0.000,578604.000,474.000,0.000
prefix_150,msd_radix_sort,2000,13443.833,0.000,609092.000,497.000,0.000
prefix_150,msd_radix_sort,2100,14029.733,0.000,639612.000,524.000,0.000
prefix_150,msd_radix_sort,2200,14769.400,0.000,670122.000,550.000,0.000
prefix_150,msd_radix_sort,2300,15419.200,0.000,700634.000,577.000,0.000
prefix_150,msd_radix_sort,2400,16033.333,0.000,731178.000,611.000,0.000
prefix_150,msd_radix_sort,2500,16720.800,0.000,761706.000,639.000,0.000
prefix_150,msd_radix_sort,2600,17428.000,0.000,792256.000,673.000,0.000
prefix_150,msd_radix_sort,2700,18081.433,0.000,822798.000,705.000,0.000
prefix_150,msd_radix_sort,2800,18807.733,0.000,853338.000,737.000,0.000
prefix_150,msd_radix_sort,2900,19539.167,0.000,883890.000,772.000,0.000
prefix_150,msd_radix_sort,3000,20191.367,0.000,914378.000,792.000,0.000
prefix_150,quick_msd_radix_sort,100,866.467,76.000,30292.000,151.000,28.000
prefix_150,quick_msd_radix_sort,200,1438.233,276.000,60692.000,151.000,53.000
prefix_150,quick_msd_radix_sort,300,2037.600,593.000,91165.000,151.000,67.000
prefix_150,quick_msd_radix_sort,400,2751.300,976.000,121699.000,151.000,73.000
prefix_150,quick_msd_radix_sort,500,3391.800,1409.000,152249.000,151.000,73.000
prefix_150,quick_msd_radix_sort,600,4034.567,1805.000,182842.000,151.000,74.000
prefix_150,quick_msd_radix_sort,700,4668.100,2406.000,213527.000,151.000,74.000
prefix_150,quick_msd_radix_sort,800,5317.267,3132.000,244224.000,151.000,74.000
prefix_150,quick_msd_radix_sort,900,5905.867,3702.000,274962.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1000,6528.900,4229.000,305555.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1100,7216.867,4924.000,336267.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1200,7824.633,5364.000,366913.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1300,8410.033,6134.000,397733.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1400,9099.833,6994.000,428470.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1500,9774.233,7666.000,459236.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1600,10463.933,8445.000,490134.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1700,11052.733,9555.000,521112.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1800,11648.133,10384.000,551918.000,151.000,74.000
prefix_150,quick_msd_radix_sort,1900,12257.300,10842.000,582496.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2000,12921.100,11735.000,613356.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2100,13459.333,12248.000,644031.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2200,14105.967,13051.000,674833.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2300,14867.800,14136.000,705838.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2400,15437.400,14580.000,736525.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2500,16036.333,15205.000,767184.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2600,16668.533,16527.000,798262.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2700,17283.133,17587.000,829397.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2800,17946.000,17847.000,859759.000,151.000,74.000
prefix_150,quick_msd_radix_sort,2900,18520.133,19224.000,890852.000,151.000,74.000
prefix_150,quick_msd_radix_sort,3000,19210.767,19952.000,921790.000,151.000,74.000
prefix_150,standard_mergesort,100,1517.100,82164.000,0.000,0.000,0.000
prefix_150,standard_mergesort,200,3587.633,194648.000,0.000,0.000,0.000
prefix_150,standard_mergesort,300,5850.400,318967.000,0.000,0.000,0.000
prefix_150,standard_mergesort,400,8275.167,451634.000,0.000,0.000,0.000
prefix_150,standard_mergesort,500,10643.833,581003.000,0.000,0.000,0.000
prefix_150,standard_mergesort,600,13319.433,727907.000,0.000,0.000,0.000
prefix_150,standard_mergesort,700,15885.400,869277.000,0.000,0.000,0.000
prefix_150,standard_mergesort,800,18703.067,1021357.000,0.000,0.000,0.000
prefix_150,standard_mergesort,900,21586.567,1166830.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1000,24485.267,1316732.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1100,27670.567,1475976.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1200,29986.767,1636416.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1300,32836.800,1795550.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1400,36498.833,1951393.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1500,38641.633,2113725.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1600,41802.600,2282556.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1700,44700.600,2443350.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1800,47755.867,2608842.000,0.000,0.000,0.000
prefix_150,standard_mergesort,1900,51221.333,2775109.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2000,53903.967,2940473.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2100,57187.533,3110439.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2200,61417.500,3283066.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2300,64692.333,3457970.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2400,66985.633,3632901.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2500,70417.500,3805316.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2600,73518.500,3981736.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2700,77679.500,4160756.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2800,80099.733,4331682.000,0.000,0.000,0.000
prefix_150,standard_mergesort,2900,82394.533,4512827.000,0.000,0.000,0.000
prefix_150,standard_mergesort,3000,85525.900,4685057.000,0.000,0.000,0.000
prefix_150,standard_quicksort,100,1725.867,94715.000,0.000,0.000,0.000
prefix_150,standard_quicksort,200,5266.833,285227.000,0.000,0.000,0.000
prefix_150,standard_quicksort,300,6198.400,342368.000,0.000,0.000,0.000
prefix_150,standard_quicksort,400,10308.100,569742.000,0.000,0.000,0.000
prefix_150,standard_quicksort,500,12429.367,687054.000,0.000,0.000,0.000
prefix_150,standard_quicksort,600,15895.633,878228.000,0.000,0.000,0.000
prefix_150,standard_quicksort,700,19780.467,1093935.000,0.000,0.000,0.000
prefix_150,standard_quicksort,800,23651.567,1311248.000,0.000,0.000,0.000
prefix_150,standard_quicksort,900,27513.233,1495620.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1000,30654.233,1657804.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1100,32212.267,1740330.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1200,38571.167,2140133.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1300,39577.033,2174894.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1400,44349.333,2458304.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1500,47688.867,2637730.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1600,51633.600,2787174.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1700,53228.700,2938673.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1800,62439.233,3405855.000,0.000,0.000,0.000
prefix_150,standard_quicksort,1900,62074.233,3399643.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2000,70002.733,3881855.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2100,70833.300,3832098.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2200,71814.400,3906539.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2300,72603.900,4002585.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2400,80930.633,4463353.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2500,82378.833,4555489.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2600,89373.200,4945215.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2700,93122.400,5090823.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2800,97334.833,5272568.000,0.000,0.000,0.000
prefix_150,standard_quicksort,2900,104957.267,5833017.000,0.000,0.000,0.000
prefix_150,standard_quicksort,3000,105149.400,5818444.000,0.000,0.000,0.000
prefix_150,string_quicksort,100,211.867,30662.000,15708.000,0.000,0.000
prefix_150,string_quicksort,200,429.900,62014.000,31910.000,0.000,0.000
prefix_150,string_quicksort,300,659.300,93095.000,47490.000,0.000,0.000
prefix_150,string_quicksort,400,880.933,124874.000,63674.000,0.000,0.000
prefix_150,string_quicksort,500,1051.333,156060.000,79440.000,0.000,0.000
prefix_150,string_quicksort,600,1261.267,187041.000,95216.000,0.000,0.000
prefix_150,string_quicksort,700,1481.500,218820.000,111435.000,0.000,0.000
prefix_150,string_quicksort,800,1707.333,251480.000,128011.000,0.000,0.000
prefix_150,string_quicksort,900,1935.367,282296.000,144610.000,0.000,0.000
prefix_150,string_quicksort,1000,2135.000,313952.000,160121.000,0.000,0.000
prefix_150,string_quicksort,1100,2459.733,345833.000,176583.000,0.000,0.000
prefix_150,string_quicksort,1200,2692.700,379092.000,192879.000,0.000,0.000
